Id,Title,Time,Type,Duration,Img,CoverBg,movieDesc,Released,Genre,Casts,Country,Production,IMDB_rating
105,The Killer,2024,Movie,125m,https://img.moviesjoy.is/resize/188x288/db/34/db344d62df8c04f92d6bf196d0232ed3/db344d62df8c04f92d6bf196d0232ed3.jpg,https://img.moviesjoy.is/resize/1288x788/b9/bc/b9bc1687f25f63217e0b4a43488abc88/b9bc1687f25f63217e0b4a43488abc88.jpg,"Zee is a feared contract killer known as ""the Queen of the Dead,"" but when she refuses to murder a young blind woman, she finds herself hunted both by criminal colleagues and a determined police detective.",2024-08-22,"['action', 'thriller', 'crime']","['said-taghmaoui', 'omar-sy', 'hugo-diego-garcia', 'angeles-woo', 'guillaume-kerbusch']",ca,"['universal-pictures', 'atlas-entertainment', 'a-better-tomorrow-films', 'entertainment-one']",N/A
106,Nice Girls,2024,Movie,92m,https://img.moviesjoy.is/resize/188x288/b0/5d/b05d1114798ff597eab5dc31d07fc896/b05d1114798ff597eab5dc31d07fc896.jpg,https://img.moviesjoy.is/resize/1288x788/47/e4/47e46df861c8eae2d036d2428372815b/47e46df861c8eae2d036d2428372815b.jpg,A maverick cop and a meticulous detective join forces with a charming ex-hacker to solve an officer's disappearance and save Nice from disaster.,2024-08-21,"['comedy', 'crime']","['stefi-celma', 'antoine-dulery', 'alice-taglioni', 'jess-liaudin', 'baptiste-lecaplain']",fr,"['les-films-du-kiosque', 'petite-panthere-productions', 'boogie-movie']",4.2
107,The Crow,2024,Movie,111m,https://img.moviesjoy.is/resize/188x288/6d/33/6d3390ae53aeadaff7844531b8d8ff87/6d3390ae53aeadaff7844531b8d8ff87.jpg,https://img.moviesjoy.is/resize/1288x788/aa/ce/aaceaa4a63a54b0ec535ff80d73980bc/aaceaa4a63a54b0ec535ff80d73980bc.jpg,"Soulmates Eric and Shelly are brutally murdered when the demons of her dark past catch up with them. Given the chance to save his true love by sacrificing himself, Eric sets out to seek merciless revenge on their killers, traversing the worlds of the living and the dead to put the wrong things right.",2024-08-21,"['action', 'fantasy', 'horror']","['jordan-bolger', 'bill-skarsgard', 'fka-twigs', 'jim-high', 'david-bowles']",fr,"['the-electric-shadow-company', 'davis-films', 'pressman-film', 'ashland-hill-media-finance', 'filmnation-entertainment', 'lionsgate', 'hassell-free-productions', 'penzing-studios', '30west', 'davis-films', 'edward-r-pressman-film']",5.6
108,Blink Twice,2024,Movie,103m,https://img.moviesjoy.is/resize/188x288/07/1f/071f101cde554215ebc74d9fbf1be66d/071f101cde554215ebc74d9fbf1be66d.jpg,https://img.moviesjoy.is/resize/1288x788/88/cc/88cc665435bf95705e72de381a403e9d/88cc665435bf95705e72de381a403e9d.jpg,"When tech billionaire Slater King meets cocktail waitress Frida at his fundraising gala, he invites her to join him and his friends on a dream vacation on his private island. But despite the epic setting, beautiful people, ever-flowing champagne, and late-night dance parties, Frida can sense that there’s something terrifying hiding beneath the island’s lush facade.",2024-08-21,"['thriller', 'mystery', 'horror']","['simon-rex', 'haley-joel-osment', 'naomi-ackie', 'kyle-maclachlan', 'geena-davis']",us,"['free-association', 'bold-choices', 'this-is-important', 'metro-goldwyn-mayer']",7
109,Secret Lives of Orangutans,2024,Movie,78m,https://img.moviesjoy.is/resize/188x288/d7/f0/d7f0293abd2b19f558b380ee13ce73ee/d7f0293abd2b19f558b380ee13ce73ee.jpg,https://img.moviesjoy.is/resize/1288x788/23/15/231541d099446cab348f1665a200cde1/231541d099446cab348f1665a200cde1.jpg,Follow a multi-generational orangutan family through their treetop triumphs and travails in this immersive documentary narrated by David Attenborough.,2024-08-21,['documentary'],['david-attenborough'],us,[],N/A
110,EFC,2024,Movie,87m,https://img.moviesjoy.is/resize/188x288/f1/4b/f14b9e2e5b823e5bf53bd0f0efa3efe8/f14b9e2e5b823e5bf53bd0f0efa3efe8.jpg,https://img.moviesjoy.is/resize/1288x788/e4/3c/e43cad93836b80ccd4bac16be2a28d10/e43cad93836b80ccd4bac16be2a28d10.jpg,"In this adrenaline-fueled story, the world of women's mixed martial arts is rocked by an explosive showdown between reigning champion Cassady Jones and rising star Alexa Star. The clash of these two titans sends shockwaves through the EFC, as the future of the sport hangs in the balance.",2024-08-20,['drama'],"['kathryn-aboya', 'rocco-farella', 'karlee-rose', 'avaah-blackwell', 'alex-cruz']",ca,"['universe-pictures-group', 'mr-bravo-entertainment']",N/A
111,Langston Kerman: Bad Poetry,2024,Movie,50m,https://img.moviesjoy.is/resize/188x288/11/a4/11a4597416fdca3a8e48455bf6060a90/11a4597416fdca3a8e48455bf6060a90.jpg,https://img.moviesjoy.is/resize/1288x788/f6/a4/f6a4abedc431851d05f609f424282acc/f6a4abedc431851d05f609f424282acc.jpg,"Comedian Langston Kerman talks parenting a top-tier baby, teaching mean teens and managing his mother-in-law's dating apps in this hilarious special.",2024-08-20,['comedy'],['langston-kerman'],us,[],6.6
112,The Clean Up Crew,2024,Movie,95m,https://img.moviesjoy.is/resize/188x288/f3/ac/f3ace4fba975cda5a30e3fdf59af761a/f3ace4fba975cda5a30e3fdf59af761a.jpg,https://img.moviesjoy.is/resize/1288x788/c3/b9/c3b96cd9a4f710d908fa9f354aa4a7d9/c3b96cd9a4f710d908fa9f354aa4a7d9.jpg,"When a crime scene clean up crew discovers a briefcase full of money, they must out smart a criminal kingpin and corrupt FBI agents who want it back.",2024-08-19,"['action', 'comedy', 'crime']","['swen-temmel', 'laurence-kinlan', 'ian-toner', 'matthew-tompkins', 'conor-mullen']",ie,"['yale-productions', 'hail-mary-pictures']",4.5
113,Untold: The Murder of Air McNair,2024,Movie,58m,https://img.moviesjoy.is/resize/188x288/a3/89/a3895d84226f27336c55a081a915e626/a3895d84226f27336c55a081a915e626.jpg,https://img.moviesjoy.is/resize/1288x788/9e/19/9e19d0304e33ef78a2d4fc12a5a717bb/9e19d0304e33ef78a2d4fc12a5a717bb.jpg,Steve McNair was an NFL legend whose life was seemingly cut short by a crime of passion. Is there more to this chilling tragedy than meets the eye?,2024-08-19,"['documentary', 'crime']","['robert-gaddy', 'isaac-bruce', 'brad-hopkins', 'jeff-fisher', 'sahel-kazemi']",us,"['propagate-content', 'uninterrupted', 'makemake', 'makemake-entertainment']",6
114,Arda Turan: Confrontation,2024,Movie,98m,https://img.moviesjoy.is/resize/188x288/36/6b/366b981625ee0f461c173f2a7a9b3c54/366b981625ee0f461c173f2a7a9b3c54.jpg,https://img.moviesjoy.is/resize/1288x788/e1/4b/e14bd9b9eba5ce2596bc15e07d8a98f9/e14bd9b9eba5ce2596bc15e07d8a98f9.jpg,"Arda Turan shares the most intimate details of his well-known personal life, starting on the streets of Bayrampaşa and leading up to Ali Sami Yen, Vicente Calderon and finally to Camp Nou.",2024-08-18,['documentary'],"['neymar-jr', 'diego-pablo-simeone', 'andres-iniesta', 'mehmet-demirkol', 'pedro-pablo-matesanz']",tr,['insignia-productions'],6
115,Trapped in the Rocky Mountains,2024,Movie,87m,https://img.moviesjoy.is/resize/188x288/36/dc/36dc8e69e9ce8fd8abdeac97ba53d369/36dc8e69e9ce8fd8abdeac97ba53d369.jpg,https://img.moviesjoy.is/resize/1288x788/84/9d/849ddb25265b5f931985d95db77e8481/849ddb25265b5f931985d95db77e8481.jpg,"Lured into an unwelcome reunion at a vacant ski lodge, former college friends fight to escape alive as they are targeted by an unseen adversary, and long-buried secrets may hold the truth about who’s pulling the strings.",2024-08-18,['tv-movie'],"['steven-anthony-washington', 'dan-hwang', 'aubrey-reynolds', 'flavia-watson', 'nikki-leigh']",us,['johnson-production-group'],6.8
116,A Costa Rican Wedding,2024,Movie,84m,https://img.moviesjoy.is/resize/188x288/41/75/4175a40173e48856d3c79d5c3f3fbca7/4175a40173e48856d3c79d5c3f3fbca7.jpg,https://img.moviesjoy.is/resize/1288x788/dc/64/dc640242724c4afc1db0561ef824d815/dc640242724c4afc1db0561ef824d815.jpg,A clumsy maid of honor gets help from her handsome nemesis when things go awry at her best friend’s Costa Rican wedding.,2024-08-17,"['adventure', 'comedy', 'romance']","['christopher-russell', 'rhiannon-fish']",us,[],6.1
117,The Frontrooms,2024,Movie,73m,https://img.moviesjoy.is/resize/188x288/27/64/27648d4fd9205768bb33480509645129/27648d4fd9205768bb33480509645129.jpg,https://img.moviesjoy.is/resize/1288x788/5d/91/5d91cefc74cb31d7d1b49ed986a8a81c/5d91cefc74cb31d7d1b49ed986a8a81c.jpg,"A workaholic with no time for anybody suddenly find himself trapped in his office. Leaving work one night, he quickly discovers that he can’t find the front door. His phone stops working, and eventually disappears. None of the other phones in the office work. As time goes on, he starts to hear things and realizes he’s not alone in a place from which there is no escape.",2024-08-17,['horror'],"['kyle-rappaport', 'dennis-greenhill', 'paul-bradford', 'brandon-farmer', 'rachelle-williams']",us,"['anhedenia-films', 'srs-cinema']",N/A
118,Strangers,2024,Movie,106m,https://img.moviesjoy.is/resize/188x288/e9/12/e912419f594585b4b149dcb64ac9ed4d/e912419f594585b4b149dcb64ac9ed4d.jpg,https://img.moviesjoy.is/resize/1288x788/9c/95/9c954e8afccfab063d64be3169c961fe/9c954e8afccfab063d64be3169c961fe.jpg,"Seeking revenge on her abusive husband, a woman's life takes a dark turn when she meets a mysterious hitman. Drawn into a whirlwind romance, she spirals into a dangerous vigilante spree. As the body count rises, she begins to unravel the true nature of her partner and the secrets they both conceal.",2024-08-16,"['thriller', 'action']","['emmett-scanlan', 'jon-voight', 'sienna-guillory', 'jamie-bamber', 'alex-blake']",us,['steven-paul-production'],4.2
119,Close to You,2024,Movie,99m,https://img.moviesjoy.is/resize/188x288/9c/c5/9cc538754f3e85db6c0c35a7fee221d1/9cc538754f3e85db6c0c35a7fee221d1.jpg,https://img.moviesjoy.is/resize/1288x788/31/b5/31b59bce75da9a4f96399af2d6f60faf/31b59bce75da9a4f96399af2d6f60faf.jpg,"A trans man returns to his hometown for the first time in years. On his journey, he confronts his relationship with his family, reunites with a first love, and discovers a newfound confidence in himself.",2024-08-16,"['drama', 'romance']","['hillary-baack', 'sookyin-lee', 'ellen-page', 'andrew-bushell', 'janet-porter']",gb,"['me-you-productions', 'good-question-media', 'pageboy-productions', 'kindred-spirit', 'rolling-dice', 'mongrel-media', 'crave', 'greenwich-entertainment', 'mongrel-media', 'me-and-you-productions']",4.2
120,Wishes of the Blue Girl,2024,Movie,72m,https://img.moviesjoy.is/resize/188x288/85/f4/85f4bbdff3689f52d216bfe06d155415/85f4bbdff3689f52d216bfe06d155415.jpg,https://img.moviesjoy.is/resize/1288x788/04/5c/045c55dbb8019898860d2f2bae0e9176/045c55dbb8019898860d2f2bae0e9176.jpg,"In the emptiness of her vacant house, a young woman encounters unsettling occurrences, leaving her bewildered and questioning their origin. What has transpired in her surroundings, and what mysteries lie concealed within her solitude?",2024-08-16,"['drama', 'horror', 'mystery']","['veronica-henley', 'abby-wagner', 'luis-masters', 'niamh-anna', 'daithi-michael']",au,['affinity-media-ireland'],6.4
121,Art of Eight Limbs,2024,Movie,101m,https://img.moviesjoy.is/resize/188x288/98/c5/98c5f7205b3f69b22327cfd427578754/98c5f7205b3f69b22327cfd427578754.jpg,https://img.moviesjoy.is/resize/1288x788/c9/53/c9531a43727e5988ff94918b23dc33e1/c9531a43727e5988ff94918b23dc33e1.jpg,A US agent goes undercover at a martial arts training camp suspected of being a cover for chemical weapons.,2024-08-16,"['action', 'thriller']","['sahajak-boonthanakit', 'andrey-kasushkin', 'nicholas-hammond', 'ron-smoorenburg', 'ludi-lin']",us,"['mcintosh-films', 'tiger-style-media']",4.4
122,The Demon Disorder,2024,Movie,86m,https://img.moviesjoy.is/resize/188x288/eb/ef/ebef7254b003147292e0c7c72e079aef/ebef7254b003147292e0c7c72e079aef.jpg,https://img.moviesjoy.is/resize/1288x788/4b/61/4b61d8e69d5eee97d15dd27be2cdd524/4b61d8e69d5eee97d15dd27be2cdd524.jpg,"The pasts of three brothers and their deceased father collide when a deep, dark family secret is unearthed, leading to a case of revenge from beyond the grave.",2024-08-16,['horror'],"['christian-willis', 'dirk-hunter', 'charles-cottier', 'tobie-webster', 'john-noble']",au,[],5
123,Ang Pintor At Ang Paraluman,2024,Movie,104m,https://img.moviesjoy.is/resize/188x288/4a/0f/4a0f7df9c4a0d91ae81330d37e8f551e/4a0f7df9c4a0d91ae81330d37e8f551e.jpg,https://img.moviesjoy.is/resize/1288x788/cc/97/cc975ae91fc73538d1387ac71cc47050/cc975ae91fc73538d1387ac71cc47050.jpg,"An artist meets a mysterious woman who becomes his model for his nude artwork. He then fantasizes making love with her; however, he always remembers her number one rule - she can't be touched.",2024-08-16,['drama'],"['fhat-gonzales', 'ali-asistio', 'mark-dionisio', 'yda-manzano', 'juan-calma']",ph,['vivamax'],8.2
124,The Deliverance,2024,Movie,105m,https://img.moviesjoy.is/resize/188x288/de/6f/de6f0a9fd2d4e4ee91d81933f4954822/de6f0a9fd2d4e4ee91d81933f4954822.jpg,https://img.moviesjoy.is/resize/1288x788/6e/f2/6ef2c82a3e7869101e4984c027cd461d/6ef2c82a3e7869101e4984c027cd461d.jpg,"Single parent Ebony Jackson moves her family to a new home for a fresh start, but something evil already lives there.",2024-08-16,"['horror', 'thriller']","['james-william-ohalloran', 'monique', 'todd-anthony', 'colleen-camp', 'miss-lawrence']",us,"['tucker-tooley-entertainment', 'turn-left-productions']",7
125,Crescent City,2024,Movie,103m,https://img.moviesjoy.is/resize/188x288/91/3b/913b781540e03409e8efa273cd12036f/913b781540e03409e8efa273cd12036f.jpg,https://img.moviesjoy.is/resize/1288x788/47/a3/47a3bfba6e4a6418708f56d27a2e2e8a/47a3bfba6e4a6418708f56d27a2e2e8a.jpg,"A small town in the south is ravaged by a serial killer, with everyone being a suspect including the police.",2024-08-16,"['crime', 'thriller', 'action']","['anjul-nigam', 'nicky-whelan', 'vince-jolivette', 'rocky-myers', 'weston-cage']",us,"['beno-films', 'filmopoly', 'latigo-films', 'the-exchange']",3.8
126,Gunner,2024,Movie,90m,https://img.moviesjoy.is/resize/188x288/2c/fb/2cfbdfc172548054dffbfa0ea7a77552/2cfbdfc172548054dffbfa0ea7a77552.jpg,https://img.moviesjoy.is/resize/1288x788/d8/85/d8853a87956bda3aca7957de19c84541/d8853a87956bda3aca7957de19c84541.jpg,"While on a camping trip in order to reconnect, war veteran Colonel Lee Gunner must save his two sons from a gang of violent bikers when they're kidnapped after accidentally stumbling upon to a massive drug operation.",2024-08-16,"['action', 'thriller', 'crime']","['sean-rogers', 'joseph-baena', 'mykel-shannon-jenkins', 'maurice-p-kerry', 'gene-dante']",us,"['convergence-entertainment', 'broken-road-productions']",3.3
127,The Lockdown,2024,Movie,112m,https://img.moviesjoy.is/resize/188x288/d4/bd/d4bdeb95a2ae26e26f559cff5db693f6/d4bdeb95a2ae26e26f559cff5db693f6.jpg,https://img.moviesjoy.is/resize/1288x788/1c/2f/1c2f89ec92b22c98501d81bd37579be2/1c2f89ec92b22c98501d81bd37579be2.jpg,"Siblings Charlie and Jack are trapped in Myanmar's toughest prison and accused of a crime they didn't commit. Forced into televised fights against other inmates, they must work together and fight for their freedom.",2024-08-16,['action'],"['joseph-angelo', 'ron-weaver', 'michael-biehn', 'caity-lotz', 'tharoth-sam']",us,"['tiger-style-media', 'mcintosh-films', 'topanga-venom-media']",4.3
128,Consumed,2024,Movie,89m,https://img.moviesjoy.is/resize/188x288/5d/e5/5de50a02be4ce29f0fe572fb52675b74/5de50a02be4ce29f0fe572fb52675b74.jpg,https://img.moviesjoy.is/resize/1288x788/cd/b3/cdb37afa1d88c73f2f91d1eafd7e5b5f/cdb37afa1d88c73f2f91d1eafd7e5b5f.jpg,Married couple Jay and Beth take a celebratory camping trip a year after Beth's cancer remission but find themselves trapped between a wild madman and a skin-stealing monster.,2024-08-16,['horror'],"['devon-sawa', 'courtney-halverson', 'mark-famiglietti']",us,"['industrial-city-films', 'indie-entertainment', 'xyz-films', 'butcher-brothers']",3.9
129,Double iSmart,2024,Movie,162m,https://img.moviesjoy.is/resize/188x288/8a/e8/8ae8aa32cc9b7a293f71871c460be504/8ae8aa32cc9b7a293f71871c460be504.jpg,https://img.moviesjoy.is/resize/1288x788/ee/e0/eee0eab2e0ad150c9d66447ca681c244/eee0eab2e0ad150c9d66447ca681c244.jpg,"Big Bull, a notorious assassin, wants to achieve immortality by transferring his memories to ""iSmart"" Shankar, who already has another's person's memories, leading to the intense confrontation between Shankar and Big Bull.",2024-08-15,"['action', 'science-fiction', 'thriller']","['jhansi', 'gurbani-judge', 'ram-pothineni', 'makrand-deshpande', 'uttej']",in,['puri-connects'],3.3
130,Subservience,2024,Movie,95m,https://img.moviesjoy.is/resize/188x288/f9/4c/f94c573a76fb154bce7bdf798ba18d16/f94c573a76fb154bce7bdf798ba18d16.jpg,https://img.moviesjoy.is/resize/1288x788/23/f7/23f70d17223a39f4d77e6ebea5d08a36/23f70d17223a39f4d77e6ebea5d08a36.jpg,"With his wife out sick, a struggling father brings home a lifelike AI—only to have his self-aware new help want everything her new family has to offer, like the affection of her owner. And she'll kill to get it.",2024-08-15,"['science-fiction', 'thriller', 'horror']","['atanas-srebrev', 'megan-fox', 'matilda-firth', 'kate-nichols', 'trevor-van-uden']",us,"['millennium-media', 'campbell-grobman-films', 'millennium-films']",4.6
131,Southern Storm,2024,Movie,94m,https://img.moviesjoy.is/resize/188x288/6a/7a/6a7ab98df667e83724f3721f9818aab5/6a7ab98df667e83724f3721f9818aab5.jpg,https://img.moviesjoy.is/resize/1288x788/cb/0e/cb0e0acc507243dad8f84555be5e8137/cb0e0acc507243dad8f84555be5e8137.jpg,"Jorge Villafañez is a rotund, veteran private detective living alone in a high-rise apartment in Buenos Aires. Discreet and meticulous, he has a knack of making people open up in conversations. But when a new assignment puts him on the trail of Elvira, an experimental choreographer, the distance between the observer and the observed begins to collapse as Jorge descends into the rising waters of the Delta del Río de la Plata.",2024-08-15,"['drama', 'thriller']","['ana-garibaldi', 'edgardo-castro', 'katja-alemann', 'juan-carrasco', 'javier-bacchetta']",ar,"['ajimolido-films', 'obol-films', 'annika-films', 'tenemos-las-maquinas']",7.4
132,The Union,2024,Movie,109m,https://img.moviesjoy.is/resize/188x288/6e/4c/6e4c146ce50a83c177c85f9a97d01eaf/6e4c146ce50a83c177c85f9a97d01eaf.jpg,https://img.moviesjoy.is/resize/1288x788/b5/0d/b50d3d35cafeeb688e2fe9e1552085f7/b50d3d35cafeeb688e2fe9e1552085f7.jpg,A New Jersey construction worker goes from regular guy to aspiring spy when his long-lost high school sweetheart recruits him for an espionage mission.,2024-08-15,"['action', 'comedy']","['halle-berry', 'tianyi-kiy', 'jessica-de-gouw', 'alice-lee', 'fahim-fazli']",us,"['leverage-entertainment', 'municipal-pictures', 'closest-to-the-hole-productions']",5.5
133,Skincare,2024,Movie,94m,https://img.moviesjoy.is/resize/188x288/51/a1/51a192a46629cbe2f6a9ce352f72bab7/51a192a46629cbe2f6a9ce352f72bab7.jpg,https://img.moviesjoy.is/resize/1288x788/1e/e6/1ee68832a18f2b2b576d5928ebdff71d/1ee68832a18f2b2b576d5928ebdff71d.jpg,"Legendary facialist-to-the-stars Hope Goldman is preparing to enter the next phase of her career by launching her own retail line of skincare products. However, she begins to sense that someone is trying to sabotage her business and destroy her life after she becomes entangled in a series of menacing situations. Consumed with paranoia, Hope goes on an investigation across Hollywood to find out who is responsible and save her business — by any means necessary.",2024-08-15,"['thriller', 'drama']","['lucy-barrett', 'wendie-malick', 'john-pollono', 'jesse-saler', 'mike-ferguson']",it,"['jalapeno-goat', 'iervolino-lady-bacardi-entertainment']",6.4
134,The House on Laura Anne Dr.,2024,Movie,74m,https://img.moviesjoy.is/resize/188x288/85/83/858394281a633e99e11f70baecccb0b0/858394281a633e99e11f70baecccb0b0.jpg,https://img.moviesjoy.is/resize/1288x788/ba/5c/ba5c490177090a2a6636a43bb3c8d800/ba5c490177090a2a6636a43bb3c8d800.jpg,A young couple move to Florida for a fresh start only to realize their new home has something sinister lurking.,2024-08-14,['horror'],"['natalie-brienen', 'jason-henne', 'stephen-lewis', 'jann-van-dyke']",us,['mazz-appeal-films'],3.6
135,Alien: Romulus,2024,Movie,119m,https://img.moviesjoy.is/resize/188x288/96/69/9669909fe91d42f30417f353fcb5a4df/9669909fe91d42f30417f353fcb5a4df.jpg,https://img.moviesjoy.is/resize/1288x788/6d/61/6d612d0146d6ba634c5a35453254fc85/6d612d0146d6ba634c5a35453254fc85.jpg,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",2024-08-13,"['science-fiction', 'horror', 'thriller']","['archie-renaux', 'rosie-ede', 'isabela-moner', 'david-jonsson', 'soma-simon']",us,"['20th-century-studios', 'scott-free-productions', 'brandywine-productions', 'brandywine-productions-ltd']",7.4
136,Jackpot!,2024,Movie,106m,https://img.moviesjoy.is/resize/188x288/be/28/be28c0e9ed399306a4618d975c977c48/be28c0e9ed399306a4618d975c977c48.jpg,https://img.moviesjoy.is/resize/1288x788/e4/b9/e4b99fb44c5df1bfae0af82c4b0142b7/e4b99fb44c5df1bfae0af82c4b0142b7.jpg,"In the near future, a 'Grand Lottery' has been established - the catch: kill the winner before sundown to legally claim their multi-billion dollar jackpot. When Katie Kim mistakenly finds herself with the winning ticket, she reluctantly joins forces with amateur lottery protection agent Noel Cassidy who must get her to sundown in exchange for a piece of her prize.",2024-08-13,"['action', 'comedy']","['simu-liu', 'leslie-david-baker', 'marian-green', 'michael-hitchcock', 'bobby-lee']",us,"['roth-kirschenbaum-films', 'feigco-entertainment', 'amazon-mgm-studios', 'rk-films']",5.8
137,Backrider,2024,Movie,63m,https://img.moviesjoy.is/resize/188x288/ea/da/eada41665820e97d24aa39a299aab99b/eada41665820e97d24aa39a299aab99b.jpg,https://img.moviesjoy.is/resize/1288x788/01/33/0133c6f6f406f04ec32f1183c1df8dd2/0133c6f6f406f04ec32f1183c1df8dd2.jpg,"A private massage therapist. After a nasty break up with her gaming and crypto addicted boyfriend, she finds comfort in her rich, and seemingly kind client, but finds herself in a passionate and perilous situation.",2024-08-13,['drama'],"['aerol-carmelo', 'jenn-rosa', 'chad-alviar']",ph,['vivamax'],6.8
138,Spirit of Friendship,2024,Movie,25m,https://img.moviesjoy.is/resize/188x288/54/bc/54bc56830909e61f80691081e9f1c701/54bc56830909e61f80691081e9f1c701.jpg,https://img.moviesjoy.is/resize/1288x788/ed/37/ed37c7503810551bd18bd358dcdf0c83/ed37c7503810551bd18bd358dcdf0c83.jpg,A touching family tale that follows little Billy as he sets out on a mission to speak with his mother in the afterlife while he is still coming to terms with her passing.,2024-08-13,"['drama', 'family', 'fantasy']","['dante-corticelli', 'jeremy-london', 'mckenna-jordan', 'brianna-gleason', 'delaney-miclette']",us,['burden-media'],3
139,Sharkers,2024,Movie,88m,https://img.moviesjoy.is/resize/188x288/63/c0/63c0a702edc44b2f8c7b254ae8d23371/63c0a702edc44b2f8c7b254ae8d23371.jpg,https://img.moviesjoy.is/resize/1288x788/92/94/92949bcc2856c3eb3427d7066de95997/92949bcc2856c3eb3427d7066de95997.jpg,"SHARKERS is a dark comedy about a hot young couple decide to spice up their sex life by having a threesome with another man, however it does not go to plan which leads our hero on a self-destructive, sexy and unexpectedly violent night out.",2024-08-13,"['thriller', 'crime', 'horror']","['neal-ward', 'miki-davis', 'niki-burton', 'samantha-loxley', 'patrick-chamberlain']",gb,['global-plunder-productions'],N/A
140,Watchmen: Chapter I,2024,Movie,84m,https://img.moviesjoy.is/resize/188x288/fd/78/fd789d7397213996deabfe22b06f28e1/fd789d7397213996deabfe22b06f28e1.jpg,https://img.moviesjoy.is/resize/1288x788/27/10/27106bdd7429f06df662ea2564e0fe85/27106bdd7429f06df662ea2564e0fe85.jpg,"In an alternate world history shaped by superheroes, once-celebrated ""costumed adventurers"" have been banned by a society disenchanted with vigilantism. Now, in 1985, the murder of The Comedian, a hero-turned-government operative, draws the attention of Rorschach, the last of the outlawed vigilantes. Rorschach’s investigation embroils his retired colleagues, Nite Owl, Silk Spectre, Dr. Manhattan and Ozymandias, in conflict with their pasts, with each other and in a mystery that threatens their lives and a world on the brink of war.",2024-08-12,"['animation', 'mystery', 'science-fiction', 'action']","['geoff-pierson', 'troy-baker', 'john-marshall-jones', 'kelly-hu', 'max-koch']",us,"['dc-entertainment', 'warner-bros-animation', 'paramount-pictures', 'paramount']",7.1
141,Matt Rife: Lucid - A Crowd Work Special,2024,Movie,54m,https://img.moviesjoy.is/resize/188x288/d4/b2/d4b23602eef80d663f9623e718e4e50d/d4b23602eef80d663f9623e718e4e50d.jpg,https://img.moviesjoy.is/resize/1288x788/04/55/0455981fc1d9c55c96ed38dc4998465e/0455981fc1d9c55c96ed38dc4998465e.jpg,"In Netflix's first-ever crowd work special, Matt Rife gets up close and personal with an unpredictable Charlotte audience to riff on all things dreams.",2024-08-12,['comedy'],['matt-rife'],us,['irony-point'],6.5
142,The Substance,2024,Movie,141m,https://img.moviesjoy.is/resize/188x288/1d/92/1d92e44ee8c41bef80808801c9b97fe7/1d92e44ee8c41bef80808801c9b97fe7.jpg,https://img.moviesjoy.is/resize/1288x788/0a/65/0a65d62e48c1e7fbe539cdb53b9a47a2/0a65d62e48c1e7fbe539cdb53b9a47a2.jpg,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",2024-08-12,"['drama', 'horror', 'science-fiction']","['lucie-laffin', 'philip-schurer', 'gore-abrams', 'namory-bakayoko', 'gregory-defleur']",gb,"['working-title-films', 'blacksmith']",7.9
143,I Heart Robots,2024,Movie,76m,https://img.moviesjoy.is/resize/188x288/ab/5e/ab5eb462ea7c67cf6c23e9543dd867b6/ab5eb462ea7c67cf6c23e9543dd867b6.jpg,https://img.moviesjoy.is/resize/1288x788/42/5c/425c0403d8a365d6f36859382bdddf51/425c0403d8a365d6f36859382bdddf51.jpg,"Years after a robot apocalypse, Terra ventures away from her secluded compound to take her lovable robot companion West to save what's left of a dying world.",2024-08-11,"['action', 'adventure']","['justin-price', 'danny-trejo', 'lela-gruber', 'derek-dorman', 'michele-chavez']",us,[],4.3
144,On the Impossibility of an Homage,2024,Movie,19m,https://img.moviesjoy.is/resize/188x288/91/16/9116e41eb7c11056ec300a7af41cb51f/9116e41eb7c11056ec300a7af41cb51f.jpg,https://img.moviesjoy.is/resize/1288x788/40/c5/40c5066d6cfc2bac4c09b97e16520726/40c5066d6cfc2bac4c09b97e16520726.jpg,"Given a portrait, who is responsible for the image we see, the painter or the subject? Ion used to be a a rockstar of Ballet in Communist Romania. When we first discussed the possibility of a portrait, Ion was initially thrilled. He’d been dreaming that someday there’d be a film about him. But during the filmmaking process Ion finds it hard to let go.",2024-08-11,[],"['mirela-simniceanu', 'ion-tugearu', 'gabriela-durleci', 'cristian-susu']",de,"['microfilm', 'komplizen-film']",5.6
145,Robbin,2024,Movie,117m,https://img.moviesjoy.is/resize/188x288/f3/61/f361be9a14f2c1bbc398bf11bd0e286e/f361be9a14f2c1bbc398bf11bd0e286e.jpg,https://img.moviesjoy.is/resize/1288x788/3b/6b/3b6b9876dc150c75d3970223a15e8dd0/3b6b9876dc150c75d3970223a15e8dd0.jpg,"Fresh out of jail for crimes she didn’t commit, a young banker seeks revenge by enlisting her closest friends to help her rob banks and get justice.",2024-08-10,"['crime', 'thriller']","['serayah', 'erica-pinkett', 'lawrence-robinson', 'jackie-ritz', 'leli-hernandez']",us,[],6.7
